TransactionID,Amount,TransactionTime,MerchantCategory,Age,CardType,Country,Fraud
110,8.01,61710,Clothing,64,Credit,Canada,0
111,34.21,86157,Online,52,Debit,France,0
112,17.58,48821,Online,39,Debit,India,1
113,265.5,28365,Grocery,66,Debit,UK,0
114,165.09,13189,Grocery,25,Debit,UK,0
115,100.35,76749,Fuel,61,Debit,Germany,0
116,205.15,7248,Fuel,38,Debit,UK,0
117,162.8,4369,Fuel,25,Credit,UK,0
118,20.65,63763,Electronics,75,Debit,Germany,0
119,223.08,8050,Online,69,Debit,Germany,0
120,77.51,28605,Fuel,69,Debit,Germany,0
121,164.73,49616,Online,22,Prepaid,India,0
122,226.42,54479,Grocery,38,Debit,Germany,0
123,38.27,80934,Electronics,44,Credit,India,0
124,11.66,40883,Grocery,55,Credit,India,0
125,25.87,33055,Online,22,Credit,India,0
126,55.71,68731,Travel,38,Credit,Germany,0
127,170.38,7450,Travel,78,Debit,UK,0
128,197.13,2925,Fuel,25,Credit,Canada,0
129,0.7,80051,Travel,39,Debit,Canada,0
130,71.49,50272,Grocery,35,Credit,UK,0
131,54.03,5310,Travel,21,Prepaid,Germany,0
132,25.12,31817,Clothing,21,Credit,UK,0
133,12.77,44528,Electronics,54,Debit,Germany,0
134,41.19,55779,Online,32,Debit,India,1
135,286.31,84816,Fuel,55,Debit,France,0
136,39.04,82641,Grocery,44,Debit,USA,1
137,73.15,84083,Electronics,38,Debit,Canada,0
138,121.41,76310,Fuel,65,Debit,Germany,0
139,45.2,15457,Grocery,63,Prepaid,India,0
140,356.78,42311,Travel,63,Debit,France,0
141,328.2,3980,Online,65,Credit,India,1
142,29.01,20886,Clothing,76,Debit,USA,0
143,68.77,77112,Clothing,71,Credit,Canada,0
144,35.79,50877,Travel,73,Prepaid,UK,0
145,33.52,36181,Online,21,Debit,UK,0
146,3.76,33262,Electronics,28,Debit,India,0
147,94.05,947,Online,36,Debit,USA,0
148,69.85,22,Travel,74,Prepaid,India,0
149,5.29,1128,Grocery,36,Debit,UK,0
150,32.66,79522,Electronics,44,Debit,India,0
151,238.89,32322,Clothing,57,Debit,France,0
152,27.39,48929,Travel,59,Debit,USA,0
153,15.65,81696,Grocery,45,Credit,UK,0
154,67.23,9808,Travel,22,Debit,Canada,0
155,424.4,52882,Fuel,65,Debit,Canada,0
156,27.71,21725,Fuel,42,Debit,India,0
157,111.52,72534,Fuel,20,Prepaid,USA,0
158,143.39,39950,Clothing,43,Debit,India,0
159,27.13,83576,Online,27,Credit,UK,0
160,130.27,20557,Electronics,41,Debit,USA,0
161,45.85,21825,Clothing,79,Credit,UK,0
162,100.05,8998,Grocery,46,Prepaid,France,0
163,100.38,36080,Grocery,62,Debit,France,0
164,76.74,57797,Fuel,24,Debit,Canada,0
165,9.46,15802,Electronics,61,Debit,Germany,0
166,180.36,11167,Fuel,40,Credit,USA,0
167,38.68,42407,Grocery,63,Debit,France,0
168,20.64,13338,Grocery,44,Debit,Germany,0
169,4.16,76289,Online,59,Debit,Canada,0
170,89.38,71520,Online,26,Debit,USA,1
171,113.19,18895,Online,61,Debit,UK,1
172,1.67,47910,Fuel,73,Credit,India,0
173,71.76,65898,Travel,20,Credit,India,0
174,25.68,3454,Electronics,79,Debit,UK,0
175,103.61,60797,Online,30,Credit,France,0
176,19.16,83137,Clothing,23,Credit,India,0
177,117.42,50637,Online,76,Credit,UK,1
178,48.9,5349,Fuel,55,Debit,Germany,0
179,276.03,39963,Electronics,38,Debit,Germany,0
180,14.79,75583,Online,36,Credit,UK,0
181,41.71,7750,Electronics,42,Credit,USA,0
182,12.04,22463,Clothing,56,Debit,France,0
183,258.62,74935,Grocery,21,Debit,France,0
184,209.83,58792,Electronics,39,Debit,UK,0
185,29.83,13686,Travel,22,Debit,India,0
186,107.88,63528,Online,18,Debit,Canada,0
187,169.95,22787,Fuel,67,Debit,France,0
188,81.01,14776,Travel,34,Debit,France,0
189,75.43,57427,Travel,26,Credit,Germany,0
190,27.69,61086,Fuel,26,Debit,Germany,0
191,9.77,63308,Fuel,70,Debit,Germany,0
192,227.51,15797,Fuel,41,Debit,Canada,0
193,230.68,5302,Travel,27,Debit,France,0
194,100.27,63172,Electronics,37,Debit,France,0
195,41.4,38059,Fuel,34,Credit,Canada,0
196,42.96,908,Grocery,30,Debit,France,0
197,129.45,60252,Travel,46,Credit,India,0
198,227.41,80659,Travel,53,Credit,India,0
199,218.11,12877,Travel,40,Credit,India,0
200,151.36,14239,Clothing,44,Credit,USA,0
201,102.73,27313,Electronics,35,Credit,France,0
202,8.79,42103,Electronics,35,Debit,Canada,0
203,17.63,48408,Fuel,71,Prepaid,France,0
204,228.82,83251,Travel,26,Debit,Canada,0
205,93.25,10534,Travel,20,Debit,UK,0
206,0.92,43060,Fuel,24,Debit,UK,0
207,10.7,17189,Electronics,75,Credit,USA,0
208,108.92,86067,Fuel,32,Debit,UK,0
209,0.51,10967,Fuel,47,Credit,India,0
210,17.53,81991,Fuel,26,Debit,USA,0
211,79.57,65563,Fuel,76,Credit,USA,0
212,117.73,8660,Fuel,78,Debit,USA,0
213,105.54,39823,Online,58,Debit,Germany,0
214,25.39,55842,Online,44,Debit,UK,0
215,124.54,9616,Travel,53,Debit,France,0
216,27.08,75976,Travel,35,Debit,Germany,0
217,39.36,48738,Online,48,Credit,Canada,0
218,137.24,13107,Electronics,34,Debit,India,0
219,104.88,61404,Clothing,71,Credit,Germany,0
220,189.2,15954,Electronics,70,Debit,India,0
221,107.18,16943,Travel,23,Debit,France,0
222,84.0,40725,Online,56,Debit,France,0
223,9.84,45434,Electronics,42,Debit,UK,0
224,45.84,85751,Clothing,59,Credit,Canada,0
225,30.82,10110,Fuel,59,Credit,Germany,0
226,27.97,16462,Grocery,76,Debit,France,0
227,361.23,79232,Online,55,Credit,India,0
228,49.94,54081,Online,55,Debit,France,0
229,222.61,52799,Clothing,78,Credit,UK,0
230,99.73,66567,Fuel,48,Credit,India,0
231,158.38,51224,Fuel,68,Credit,USA,0
232,69.84,56063,Grocery,46,Debit,Canada,0
233,86.02,55240,Fuel,57,Debit,UK,0
234,67.83,81352,Clothing,26,Debit,UK,0
235,21.72,17868,Travel,18,Prepaid,USA,0
236,128.18,75973,Fuel,33,Credit,Canada,0
237,32.96,80989,Travel,55,Debit,France,0
238,2.46,22222,Travel,40,Credit,UK,0
239,103.7,79794,Clothing,76,Credit,USA,0
240,19.49,63924,Online,25,Debit,Canada,0
241,282.11,78513,Online,64,Credit,USA,0
242,307.76,54649,Online,29,Debit,Canada,0
243,246.35,83749,Electronics,27,Debit,UK,0
244,46.23,10223,Online,33,Debit,Germany,0
245,1.56,48166,Clothing,64,Debit,UK,0
246,263.55,39369,Grocery,60,Credit,Canada,0
247,55.89,86379,Fuel,41,Debit,Germany,0
248,340.08,69392,Online,56,Debit,France,0
249,331.37,59526,Electronics,25,Debit,USA,0
250,191.74,12661,Travel,28,Debit,India,0
251,34.88,15591,Electronics,58,Debit,UK,0
252,48.63,71718,Clothing,43,Debit,India,0
253,190.47,55235,Grocery,24,Debit,France,0
254,38.11,7970,Online,32,Credit,UK,0
255,18.57,47922,Online,32,Credit,India,0
256,81.37,30755,Electronics,65,Debit,France,0
257,275.13,19416,Clothing,20,Credit,Germany,0
258,119.08,13672,Electronics,33,Credit,France,0
259,84.41,83468,Electronics,32,Credit,UK,0
260,10.22,46996,Grocery,42,Credit,Canada,0
261,95.45,74095,Clothing,50,Credit,Canada,0
262,461.06,64,Grocery,31,Debit,Canada,0
263,15.09,68835,Clothing,41,Debit,UK,0
264,73.05,70385,Online,71,Credit,UK,0
265,209.86,5639,Fuel,28,Debit,France,0
266,135.0,11055,Travel,20,Credit,UK,0
267,119.41,59220,Fuel,26,Credit,France,0
268,121.23,29427,Clothing,23,Debit,Canada,0
269,44.55,82516,Fuel,48,Credit,USA,0
270,34.76,64666,Electronics,72,Debit,USA,1
271,165.74,64274,Online,33,Credit,USA,1
272,166.13,10866,Travel,28,Debit,India,0
273,201.8,3889,Travel,67,Credit,USA,0
274,244.46,48226,Travel,34,Debit,USA,0
275,71.61,31335,Online,66,Credit,France,0
276,69.62,50547,Fuel,20,Prepaid,France,0
277,160.09,26162,Travel,76,Debit,Canada,0
278,104.97,24687,Travel,36,Credit,UK,0
279,121.06,10995,Clothing,41,Debit,UK,0
280,158.86,56488,Electronics,72,Credit,UK,0
281,220.73,2631,Clothing,64,Debit,Canada,0
282,41.25,34954,Fuel,59,Credit,France,0
283,47.09,5967,Online,25,Credit,France,0
284,9.87,64471,Online,66,Debit,USA,0
285,86.34,37116,Clothing,53,Debit,Germany,0
286,3.66,34227,Grocery,57,Credit,France,0
287,62.66,1942,Clothing,75,Debit,Canada,0
288,78.23,47664,Grocery,19,Debit,Germany,0
289,33.76,28069,Clothing,40,Debit,France,0
290,89.36,14407,Grocery,57,Debit,Canada,0
291,3.1,59201,Grocery,47,Debit,France,0
292,3.81,80093,Travel,42,Credit,India,0
293,172.94,54348,Travel,24,Credit,Germany,0
294,44.66,81981,Grocery,45,Credit,India,0
295,13.59,17878,Grocery,58,Debit,USA,0
296,73.87,83100,Electronics,67,Debit,India,0
297,146.96,78629,Grocery,76,Debit,India,0
298,24.31,55420,Travel,34,Prepaid,Canada,0
299,97.52,43168,Grocery,49,Debit,USA,0
300,8.92,54862,Online,18,Debit,Germany,0
301,5.31,82025,Electronics,44,Debit,UK,0
302,75.79,28004,Grocery,61,Credit,France,0
303,77.79,20471,Travel,53,Credit,Canada,0
304,101.45,60167,Travel,66,Debit,Germany,0
305,129.5,83828,Fuel,24,Debit,USA,0
306,372.36,65308,Travel,73,Credit,India,0
307,72.63,83969,Electronics,20,Debit,UK,0
308,39.0,14568,Travel,47,Credit,India,0
309,158.57,9466,Online,18,Credit,France,0
310,31.59,57324,Clothing,68,Credit,USA,0
311,57.8,15467,Online,51,Credit,UK,0
312,8.17,75955,Online,55,Credit,Germany,0
313,2.57,52948,Electronics,60,Credit,Germany,0
314,328.74,16676,Electronics,72,Debit,USA,0
315,180.78,31514,Fuel,74,Debit,USA,0
316,119.06,22650,Travel,70,Credit,Canada,0
317,52.59,77701,Fuel,53,Debit,India,0
318,19.03,10683,Electronics,50,Credit,UK,0
319,17.01,59819,Travel,60,Debit,France,0
320,28.8,80978,Electronics,33,Credit,USA,0
321,79.68,4860,Electronics,79,Debit,UK,0
322,125.38,3729,Clothing,55,Credit,Canada,0
323,107.94,31351,Online,28,Debit,USA,0
324,32.84,62744,Fuel,25,Prepaid,USA,1
325,309.81,24346,Fuel,69,Debit,Germany,0
326,133.9,74155,Grocery,18,Debit,UK,0
327,80.82,76700,Clothing,31,Debit,Germany,0
328,94.6,6955,Electronics,47,Credit,Canada,0
329,54.4,65642,Electronics,38,Debit,Germany,0
330,28.47,70290,Clothing,75,Credit,Canada,0
331,44.0,44293,Travel,38,Credit,UK,0
332,141.82,61336,Fuel,51,Credit,Canada,0
333,1.45,21662,Electronics,55,Credit,Canada,0
334,12.34,6408,Grocery,43,Debit,Germany,0
335,4.71,40403,Fuel,58,Credit,India,0
336,4.16,1225,Online,31,Credit,France,1
337,193.42,12196,Clothing,71,Debit,France,0
338,121.62,69786,Fuel,57,Debit,India,0
339,64.28,15372,Online,75,Debit,USA,0
340,10.3,17279,Grocery,52,Debit,Germany,0
341,67.65,54240,Travel,59,Debit,France,0
342,64.15,38187,Clothing,35,Credit,UK,0
343,19.02,48481,Travel,37,Prepaid,Canada,0
344,56.89,28475,Electronics,77,Debit,Canada,0
345,50.83,44552,Travel,26,Credit,USA,0
346,95.67,67969,Electronics,58,Debit,France,0
347,100.81,76534,Online,68,Debit,Germany,0
348,4.64,6858,Fuel,77,Credit,France,0
349,46.94,74486,Grocery,62,Prepaid,Germany,0
350,98.31,74474,Online,50,Debit,USA,0
351,69.94,25168,Grocery,66,Debit,Canada,0
352,194.13,32099,Travel,21,Debit,India,0
353,107.5,71180,Grocery,21,Debit,Canada,0
354,17.79,61455,Travel,76,Credit,Germany,0
355,7.32,54240,Grocery,65,Credit,Germany,0
356,102.84,74796,Clothing,77,Credit,USA,0
357,2.69,54592,Online,33,Debit,USA,1
358,88.13,47458,Clothing,64,Credit,UK,0
359,281.73,58046,Fuel,43,Debit,Canada,0
360,85.68,16488,Fuel,23,Credit,Canada,0
361,49.13,58841,Electronics,54,Debit,USA,0
362,103.08,395,Electronics,39,Credit,France,0
363,61.3,52669,Electronics,59,Credit,Germany,0
364,78.88,10845,Fuel,56,Credit,India,0
365,283.81,36059,Grocery,24,Debit,USA,0
366,48.79,18394,Travel,59,Credit,Germany,0
367,324.91,45906,Grocery,47,Credit,India,0
368,235.76,59332,Online,27,Credit,UK,0
369,21.79,37305,Fuel,74,Debit,France,0
370,7.19,42628,Travel,32,Debit,UK,0
371,10.62,21352,Travel,23,Debit,USA,0
372,1.84,82971,Travel,41,Debit,France,0
373,9.92,51993,Electronics,19,Credit,UK,0
374,114.89,39386,Travel,57,Credit,Germany,0
375,7.38,56624,Travel,74,Debit,USA,0
376,38.42,57065,Fuel,69,Credit,Canada,0
377,186.35,85504,Grocery,32,Debit,UK,0
378,2.35,8539,Grocery,70,Debit,France,0
379,168.45,1263,Clothing,38,Debit,France,0
380,33.11,13305,Clothing,35,Credit,Canada,0
381,12.58,53817,Online,22,Credit,India,0
382,119.32,24398,Fuel,42,Debit,France,0
383,99.14,75801,Clothing,53,Credit,France,0
384,209.94,49107,Clothing,27,Debit,USA,0
385,132.83,32152,Fuel,68,Debit,France,0
386,162.7,30624,Grocery,63,Debit,India,0
387,33.13,56132,Online,40,Debit,France,0
388,19.53,52979,Online,41,Credit,India,0
389,138.88,58013,Online,62,Credit,Germany,0
390,164.42,63797,Clothing,78,Debit,India,0
391,465.7,51798,Grocery,27,Debit,USA,0
392,53.21,16650,Online,71,Debit,UK,0
393,46.52,26014,Fuel,23,Debit,Canada,0
394,149.8,76421,Online,30,Debit,UK,0
395,41.67,7434,Electronics,38,Debit,Germany,0
396,267.01,30028,Grocery,49,Credit,USA,0
397,195.48,66558,Electronics,60,Debit,Germany,0
398,56.04,24331,Grocery,71,Debit,Germany,0
399,138.98,67573,Travel,74,Credit,France,0
400,140.46,74292,Fuel,32,Debit,France,0
401,10.88,46326,Travel,19,Debit,USA,0
402,232.84,82979,Clothing,75,Debit,UK,0
403,70.37,4123,Clothing,76,Debit,India,0
404,175.13,16603,Travel,32,Debit,France,0
405,38.57,65941,Grocery,68,Debit,USA,0
406,225.88,42597,Online,34,Credit,USA,1
407,49.3,63238,Electronics,37,Credit,UK,0
408,1.09,84238,Fuel,67,Credit,USA,0
409,235.79,42719,Online,23,Debit,Canada,0
410,9.57,41751,Clothing,32,Debit,USA,0
411,38.47,17693,Online,78,Debit,UK,0
412,299.7,37697,Travel,34,Debit,France,0
413,300.79,29992,Travel,73,Debit,UK,0
414,85.2,63825,Electronics,43,Debit,Germany,0
415,99.92,9522,Clothing,39,Debit,France,0
416,59.5,45406,Grocery,26,Debit,Germany,0
417,34.7,12121,Fuel,29,Debit,USA,0
418,39.85,14219,Travel,39,Debit,Germany,0
419,111.63,1617,Fuel,75,Debit,UK,0
420,139.58,43016,Clothing,40,Debit,UK,0
421,156.82,50672,Grocery,54,Debit,India,0
422,155.88,24276,Travel,31,Debit,Canada,0
423,9.56,72240,Electronics,41,Debit,USA,0
424,68.2,55735,Fuel,25,Debit,UK,0
425,5.93,17959,Clothing,43,Debit,France,0
426,79.75,28522,Fuel,49,Credit,UK,0
427,58.26,56087,Grocery,74,Debit,France,0
428,218.66,9953,Electronics,45,Debit,USA,0
429,43.22,26567,Grocery,49,Debit,Canada,0
430,12.45,60523,Travel,39,Debit,India,0
431,15.43,62708,Online,66,Debit,India,1
432,143.34,22560,Grocery,26,Prepaid,Germany,0
433,96.29,58390,Grocery,20,Credit,UK,1
434,10.66,68149,Fuel,42,Debit,USA,0
435,8.79,36660,Grocery,56,Credit,Germany,0
436,120.72,45104,Clothing,79,Debit,USA,0
437,7.55,57805,Travel,29,Debit,USA,0
438,172.52,24496,Fuel,46,Credit,Germany,0
439,122.5,83301,Fuel,20,Debit,USA,0
440,8.48,3515,Online,58,Debit,Germany,1
441,8.87,4454,Travel,63,Credit,Canada,0
442,431.55,22873,Clothing,40,Debit,UK,0
443,46.88,73920,Travel,40,Prepaid,Germany,0
444,46.31,13727,Grocery,72,Credit,UK,0
445,167.56,69070,Online,35,Credit,India,0
446,294.22,49979,Clothing,28,Debit,Germany,0
447,426.88,25465,Online,53,Debit,Canada,0
448,139.99,53900,Travel,43,Credit,India,0
449,47.2,59799,Electronics,25,Prepaid,Germany,0
450,8.72,21330,Travel,45,Debit,USA,0
451,150.12,8302,Grocery,35,Prepaid,India,0
452,81.74,78443,Online,30,Debit,France,0
453,55.2,72717,Electronics,53,Debit,France,0
454,236.82,12875,Grocery,59,Debit,France,0
455,11.79,27219,Online,57,Debit,India,0
456,67.85,36182,Online,61,Credit,UK,0
457,1.14,80541,Travel,68,Debit,Germany,0
458,63.24,42269,Online,29,Credit,USA,0
459,5.8,79781,Online,39,Debit,USA,0
460,12.65,6457,Fuel,77,Debit,India,0
461,12.5,6749,Online,19,Credit,France,0
462,104.76,33064,Travel,73,Debit,Canada,0
463,137.06,9821,Fuel,57,Credit,USA,0
464,87.56,78655,Fuel,45,Debit,Canada,0
465,327.47,7664,Electronics,30,Debit,Canada,0
466,46.98,29281,Grocery,50,Debit,USA,0
467,33.65,31821,Fuel,20,Credit,UK,0
468,202.95,24647,Clothing,79,Debit,USA,0
469,25.31,69918,Fuel,51,Credit,USA,0
470,330.29,81985,Clothing,40,Credit,Germany,1
471,1.22,82799,Electronics,72,Debit,USA,0
472,350.25,74944,Clothing,49,Credit,Germany,0
473,4.41,27603,Electronics,37,Debit,France,0
474,221.77,46458,Electronics,45,Debit,UK,0
475,75.01,70605,Electronics,77,Debit,Canada,0
476,495.68,19623,Clothing,25,Debit,USA,0
477,7.67,44440,Clothing,20,Debit,UK,0
478,80.71,82427,Electronics,47,Debit,Canada,0
479,348.36,7704,Electronics,42,Debit,UK,0
480,74.04,27460,Grocery,70,Credit,Canada,0
481,99.26,83045,Electronics,47,Debit,Canada,0
482,118.99,82805,Online,46,Credit,UK,0
483,60.61,73511,Grocery,64,Debit,India,0
484,98.77,6565,Grocery,47,Credit,Germany,0
485,87.78,4870,Grocery,51,Debit,Canada,0
486,231.42,18909,Online,42,Debit,Canada,0
487,4.65,9117,Grocery,34,Debit,Canada,0
488,32.98,67474,Grocery,76,Debit,Canada,0
489,300.4,44322,Clothing,41,Debit,UK,0
490,220.97,20128,Travel,55,Credit,Canada,0
491,60.82,69001,Clothing,45,Credit,France,0
492,96.79,440,Electronics,50,Credit,USA,0
493,32.49,60955,Electronics,79,Debit,Canada,0
494,20.84,49613,Fuel,53,Debit,UK,0
495,62.31,70949,Travel,68,Credit,Canada,0
496,43.6,11663,Online,24,Debit,UK,0
497,87.62,19547,Clothing,40,Credit,Canada,0
498,8.09,81662,Electronics,71,Debit,USA,0
499,366.5,5,Online,63,Prepaid,Canada,0
500,428.39,7038,Grocery,43,Credit,France,0
501,119.79,6414,Online,31,Credit,Canada,0
502,76.81,69506,Clothing,59,Debit,Canada,0
503,37.04,76586,Travel,45,Debit,UK,0
504,168.09,2606,Fuel,41,Credit,UK,0
505,115.43,16482,Clothing,24,Credit,Canada,0
506,17.75,71873,Travel,65,Debit,France,0
507,241.83,33948,Electronics,53,Debit,UK,0
508,172.9,20875,Electronics,56,Credit,France,0
509,299.17,13057,Online,32,Debit,UK,0
510,129.36,32400,Clothing,66,Credit,USA,0
511,95.04,71458,Electronics,20,Credit,France,0
512,54.17,68607,Grocery,65,Credit,USA,0
513,269.9,27503,Grocery,19,Debit,USA,0
514,201.04,23765,Fuel,24,Debit,UK,0
515,4.63,46612,Online,74,Debit,France,0
516,2.67,84335,Electronics,33,Credit,India,0
517,47.23,81748,Fuel,38,Debit,USA,0
518,166.36,9428,Grocery,26,Debit,USA,0
519,436.43,31419,Fuel,29,Debit,USA,0
520,16.3,65195,Fuel,46,Debit,UK,0
521,90.17,73695,Electronics,41,Credit,UK,1
522,47.95,39142,Electronics,50,Credit,USA,0
523,350.37,71540,Electronics,31,Credit,Canada,0
524,184.59,38289,Online,60,Debit,UK,0
525,182.22,76948,Fuel,35,Credit,UK,0
526,63.24,58951,Fuel,71,Debit,UK,0
527,53.58,11755,Online,22,Credit,Germany,0
528,31.94,84553,Grocery,32,Debit,France,0
529,5.8,3890,Clothing,76,Debit,UK,0
530,200.04,17175,Grocery,24,Debit,Germany,0
531,167.61,74727,Online,42,Debit,Germany,0
532,817.24,65687,Fuel,31,Credit,UK,1
533,569.49,84983,Fuel,69,Debit,Canada,0
534,81.07,24288,Electronics,57,Debit,Germany,0
535,146.53,46629,Electronics,53,Credit,India,0
536,289.62,47800,Fuel,52,Debit,Germany,0
537,189.48,37367,Fuel,61,Debit,France,1
538,28.42,77810,Travel,67,Debit,Germany,0
539,59.88,77754,Electronics,41,Credit,UK,0
540,13.83,68513,Electronics,32,Debit,Canada,0
541,308.02,82762,Grocery,28,Prepaid,USA,0
542,93.18,29022,Fuel,41,Debit,India,0
543,25.96,69329,Fuel,28,Debit,Germany,0
544,111.38,59414,Online,61,Debit,Canada,0
545,96.27,1659,Grocery,68,Credit,India,0
546,44.34,57941,Clothing,34,Debit,France,0
547,12.05,37930,Clothing,78,Credit,Germany,0
548,111.34,43473,Clothing,23,Debit,Germany,0
549,73.46,55598,Travel,38,Debit,India,0
550,147.98,16040,Electronics,25,Credit,Germany,0
551,73.43,69806,Clothing,32,Credit,Germany,0
552,191.18,13286,Online,71,Debit,USA,0
553,80.28,69139,Electronics,69,Credit,India,0
554,82.31,55916,Electronics,49,Credit,UK,0
555,209.28,17600,Clothing,75,Debit,UK,1
556,51.66,2291,Electronics,27,Debit,France,0
557,14.39,13123,Grocery,45,Debit,USA,0
558,2.92,3811,Grocery,32,Debit,India,0
559,140.71,78883,Clothing,29,Credit,India,0
560,96.84,31276,Online,60,Debit,USA,0
561,121.77,54145,Electronics,35,Debit,USA,0
562,23.95,46619,Fuel,73,Debit,France,0
563,14.66,81049,Clothing,54,Prepaid,UK,0
564,1.47,70678,Travel,61,Credit,Canada,0
565,43.17,26714,Electronics,41,Debit,India,0
566,89.14,55685,Clothing,54,Debit,Canada,0
